,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,88,0,0,0,0,0,0,0,88,0,0,0
1,0,321,0,0,0,0,0,0,0,0,0,0,0,0,75,0,72,0,0,56,0,0,0,0,0,0,28,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
2,0,0,546,0,0,15,0,0,88,0,0,0,44,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,34,0,14,0,0
3,0,0,0,269,0,31,0,0,130,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,48,0,0,30,0,0,0,0
4,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,89,0,0,0,136,0,0,0,0,0,0,0,44,46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,184,0
5,0,0,0,0,0,190,0,0,120,100,0,39,95,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,23,0,0,39,0,0,0,0
6,0,0,0,0,0,0,39,0,38,155,0,0,41,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,39,0,0,0,0,0,0,39,0,0,0,0,78,0,0
7,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,23,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,430,0,0,0,0,65,38,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50,0,0,0,0,0,0,80,0,0,0,0,41,0,0
9,0,0,0,236,0,26,0,0,222,155,0,0,38,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,29,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,83,83,120,0,0,0,0,0,0,0,83,0,166,0,0,0,0,0,0,0,0,0,0,0,123,0,89,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,50,0,0,0,95,45,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,50,0,0,88,0,387,0,0
12,0,0,0,0,0,132,0,0,0,39,0,44,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,0,0,0,0,0,0,84,0,0,123,0,80,0,0
13,39,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,52,0,0,0,0,0,0,0,0,0,609,63,33,0,0,0,0,0,0,0,0,0,138,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,46
15,135,0,0,0,0,0,0,0,0,0,0,0,0,0,91,179,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,361
16,0,0,0,0,48,0,0,0,0,0,0,0,0,0,45,0,360,0,0,0,80,0,0,0,0,0,0,52,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,90
17,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,75,0,0,125,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,115,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,324,0,0,0,0,0,0,79,0,0
19,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,25,0,0,267,0,0,0,0,0,0,0,0,0,0,372,98,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
20,0,0,0,0,0,0,0,0,0,0,115,0,36,0,0,0,0,36,0,0,185,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,75,0,0,0,0,0,0,0,0,0,75,0,0,39,0,39,0
21,0,0,0,0,0,0,148,0,0,97,0,0,0,0,0,0,0,0,0,0,0,221,38,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,125,0,0,37,0,0,0,0,0,37,0
22,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,237,0,0,79,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,79,0,0
23,0,0,0,60,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,144,0,0,0,0,0,0,0,0,0,0,0,0,0
24,115,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,32,0,0,96,0,0,0,0,49,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,46,0,0,0,0,39,46,46,0,0,0,0,0,0,0,85,0,0,0,0,208,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,40,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,84,0,0,0,0,0,0,0,0,0,157,43,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,65,0,0,160,0,0,0,0,0,0,0,373,0,0,72,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,38
28,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,6,6,650,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,81,162,268,0,0,0,0,0,0,0,0,39,0,41,0,0,129,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,68,0,82,0,0,0,0,0,0,0,0,277,164,0,83,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
31,0,0,0,40,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,133,237,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,273,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,130,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,30,0,0,0,0,0,0,0,135,0,46,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,136,0,42,0,0,0,0,0,0,0,0,0,47,0,0,89,0,267,42
35,0,0,0,0,0,0,84,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,29,229,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,66,0
36,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,351,41,0,0,0,0,0,0,78,115,0,0,0,0,0,0,0,0
37,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,190,0,0,0,0,45,0,0,0,0,0,0,0,148,0,0,48
38,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,35,0,0,0,0,156,0,0,0,0,41,0,189,0,0
39,0,0,0,0,0,38,0,149,0,79,0,64,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,24,0,0,39,0,81,0,0
40,0,0,67,0,0,52,27,0,59,0,0,0,44,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,282,0,0,0,0,0,13,0,0,44,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,720,0,0,0,0,0,0,0,0,0,0,0,0
42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,143,0,0,0,0,0,0,0,44,0,0,0,0,148,0,0,0,0,146,0,0,0,0,91,0,0,49,0,42,0
43,0,0,0,27,0,30,74,0,89,202,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,33,90,0,0,0,0,0,0,0,0,0,0,0,253,0,0,39,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,30,0,47,0,0,0,0,0,23,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,501,0,0,0,0,0,0,35,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,83,0,0,0,0,0,295,406,0,0,0,0,0,0,0,0
46,0,0,0,74,0,84,0,0,45,0,0,46,41,0,0,0,0,0,0,0,0,226,95,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,43,172,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,44,0
48,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0
49,0,0,0,0,0,0,0,138,0,47,0,0,41,0,0,0,0,0,84,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,134,0,0,0,0,0,0,0,279,0,87,0,0
50,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,99,0,0,170,0,0,0,0,0,0,0,0,0,42,0,0,170,0,0,241
51,0,0,0,0,0,0,0,0,0,0,0,77,270,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,115,0,193,0,0
52,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,83,0,37,0,0,0,0,0,0,0,0,0,0,0,83,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,166,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,415
